temp,mu,size,NC,phot,resp,totp,chlvol,ilpd,icbd,ichl,icha,itr,ilpb,irib,irub,clip,ctr,cp,cup,cri,cli,cgu
35,0.812436182,21.54331302,0.09808955,832805.2034,431273.3539,1.14E+10,2777.514966,1.90E-09,0.14864509,0.179770679,0.045143103,0.001372588,0.001564081,0.037126275,0.086378181,552377.2831,184.1312416,2214.939476,562.5754897,268.6305648,0.734920493,5.18E+07
36,0.712247916,26.04570719,0.095172121,782935.9258,445306.6363,1.11E+10,2780.330559,1.49E-09,0.150276517,0.187267284,0.050013033,0.001152165,0.001111958,0.030669205,0.079509835,456985.6883,148.5248766,2189.617571,590.7129883,213.2423919,0.590963085,5.34E+07
37,0.04661614,340391.5285,0.199997483,0.118514274,0.082405365,3.69E+09,0.000676045,0.001413223,0.045326507,0.049780443,0.170700218,0.031679707,4.98E-06,0.045812524,0.155282402,361594.0935,1.77E-05,0.000436786,0.000239259,0.000260612,0.004731548,9.876026356
38,0.003246943,7.58E+11,0.199999297,0.012455232,0.008073389,3.69E+09,4.46E-05,0,2.41E-07,0.001563942,0.27097492,2.81E-05,1.90E-07,0.225602405,0.001830208,266202.4986,6.23E-07,4.45E-05,1.15E-07,0.000142256,0.003517281,0.959427299
39,0.030231456,6.18E+12,0.2,1.60E-08,1.41E-08,3.69E+09,1.44E-10,0,0.000204187,0.000204282,0.000204624,0.498774597,0.000204283,0.00020416,0.000203869,NA,0,5.35E-11,9.00E-11,5.64E-11,2.28E-08,1.63E-06
40,2.36E-05,1.07E+06,0.199999512,5.98E-09,1.67E-08,3.69E+09,1.69E-07,0.019932856,0.02408758,0.239628168,0.02223744,0.020082891,0.024092407,0.0237738,0.126164857,11.25298748,1.62E-10,6.28E-12,1.69E-07,0,0,2.00E-06
41,0.000218199,8794.002556,0.199521076,0,182.268545,3.88E+09,9.352644411,0.014234486,0.013896843,0.145637902,0.16004804,0.092256609,0.013860362,0.014009246,0.046056513,942.2119659,16.61429982,0,9.352644411,2.49E-07,0.000119703,21872.22507
42,2.20E-10,9088.346214,0.205990439,0,0,1.81E+10,3.99E-24,4.12E-05,0.002447092,0.002855535,0.448103846,3.62E-05,0.004650321,0.040461716,0.001404048,1320.372235,0,0,3.99E-24,72.36326817,0,0
43,0.026595047,1.85E+09,0.199999991,6.64E-05,0.000455673,3.69E+09,2.79E-07,0.000817106,0.042246963,0.00181603,0.038223546,0.094930537,0.279416046,0.041816384,0.000733388,0.006475453,2.55E-08,2.72E-07,6.28E-09,1.17E-05,0.00033784,0.053779796
44,0.708309049,8.34E+07,0.199998201,0.243005594,0.718166343,3.69E+09,0.000594838,0.005568494,0.012914197,0.008677507,0.012822035,0.366522781,0.072391441,0.012353488,0.008750124,0.000134666,1.46E-06,0.000572328,2.25E-05,0.000284449,3.957089712,75.62772188
45,0.000854781,3.33E+08,0.200002803,0,5.84E-08,3.69E+09,7.98E-13,0.014563234,5.63E-06,0.14685083,0.00010124,0.07672298,4.72E-06,0.198948635,0.06280273,0.035342048,3.52E-07,0,7.98E-13,0,2.63E-06,0
